Iteration,Loss,Accuracy
0,3.0558269023895264,0.0
1,2.989654302597046,0.0
2,3.041656812032064,0.0
3,2.999627113342285,0.0
4,3.112957000732422,0.0
5,3.294795354207357,0.0
6,3.4352035522460938,0.0
7,3.567138671875,0.0
8,3.6424297756618924,0.0
9,3.741288757324219,0.0
10,3.846649863503196,0.0
11,3.928744316101074,0.0
12,3.9988978459284854,0.0
13,4.057679857526507,0.0
14,4.078338368733724,0.0
15,4.095102310180664,0.0
16,4.112573960248162,0.0
17,4.1219838460286455,0.0
18,4.140316210295024,0.0
19,4.1629386901855465,0.0
20,4.182526724679129,0.0
21,4.198160344904119,0.0
22,4.215391407842222,0.0
23,4.203236262003581,0.0
24,4.17098876953125,0.0
25,4.141369159405048,0.0
26,4.112903736255787,0.0
27,4.086305618286133,0.0
28,4.151588703023976,0.0
29,4.2254796346028645,0.0
30,4.2942608248802925,0.0
31,4.359018325805664,0.0
32,4.381801720821496,0.005681818181818182
33,4.256109798655791,0.034926470588235295
34,4.137492588588169,0.0625
35,4.0257284376356335,0.08854166666666667
36,3.919410499366554,0.11317567567567567
37,3.818731609143709,0.125
0,3.9623849391937256,0.0
1,3.8817102909088135,0.0
2,3.8865461349487305,0.0
3,3.9200124740600586,0.0
4,3.8994518280029298,0.0
5,3.863595644632975,0.0
6,3.8632725306919644,0.0
7,3.858610153198242,0.0
8,3.8563287523057728,0.0
9,3.8038105010986327,0.0
10,3.7187978571111504,0.0
11,3.5973793665568032,0.005208333333333333
12,3.5528194720928488,0.004807692307692308
13,3.4762660435267856,0.006696428571428571
14,3.457200876871745,0.00625
15,3.4189093112945557,0.0078125
16,3.3927886065314796,0.009191176470588236
17,3.360502454969618,0.010416666666666666
18,3.3361866599635075,0.013157894736842105
19,3.319785308837891,0.0125
20,3.3127012706938244,0.011904761904761904
21,3.312785408713601,0.011363636363636364
22,3.3119503518809443,0.010869565217391304
23,3.2881333033243814,0.010416666666666666
24,3.2684368896484375,0.01
25,3.247792464036208,0.009615384615384616
26,3.2311008594654225,0.010416666666666666
27,3.2235625130789622,0.010044642857142858
28,3.343548478751347,0.009698275862068966
29,3.4741526285807294,0.009375
30,3.5905158750472532,0.009072580645161291
31,3.705930233001709,0.0087890625
32,3.7616119384765625,0.01231060606060606
33,3.6997727786793426,0.03400735294117647
34,3.6745923723493306,0.05267857142857143
35,3.627015855577257,0.0720486111111111
36,3.5990563469964103,0.08614864864864864
37,3.5332914653577303,0.09666666666666666
0,3.3101587295532227,0.0
1,3.3207216262817383,0.0
2,3.3834667205810547,0.0
3,3.293419361114502,0.0
4,3.283644104003906,0.0
5,3.320068677266439,0.0
6,3.315427780151367,0.0
7,3.3197202682495117,0.0
8,3.3335596720377603,0.0
9,3.3212959289550783,0.0
10,3.3135299682617188,0.0
11,3.292095502217611,0.0
12,3.3111801147460938,0.0
13,3.320633207048689,0.0
14,3.3602264404296873,0.0
15,3.388007640838623,0.0
16,3.4057231229894303,0.0
17,3.4325928158230252,0.0
18,3.4486577887284127,0.0
19,3.454600524902344,0.0
20,3.4652597336542037,0.002976190476190476
21,3.4726909290660513,0.002840909090909091
22,3.500704557999321,0.002717391304347826
23,3.503452936808268,0.0026041666666666665
24,3.5019851684570313,0.0025
25,3.5053253173828125,0.002403846153846154
26,3.499055650499132,0.0023148148148148147
27,3.492851529802595,0.002232142857142857
28,3.4330412766029097,0.007543103448275862
29,3.3660512288411457,0.014583333333333334
30,3.3103315291866178,0.019153225806451613
31,3.2574310302734375,0.0224609375
32,3.2066206498579546,0.02556818181818182
33,3.1469977883731617,0.04136029411764706
34,3.096989004952567,0.054464285714285715
35,3.0445577833387585,0.0685763888888889
36,2.9918788188212626,0.08614864864864864
37,2.9377614071494653,0.09416666666666666
0,3.059619903564453,0.0
1,3.1865272521972656,0.0
2,3.2081406911214194,0.0
3,3.260615110397339,0.0
4,3.2514408111572264,0.0
5,3.3205766677856445,0.0
6,3.3680207388741628,0.0
7,3.3608388900756836,0.0
8,3.388192070855035,0.0
9,3.4000774383544923,0.0
10,3.42074238170277,0.0
11,3.428032875061035,0.005208333333333333
12,3.414075411283053,0.007211538461538462
13,3.418666294642857,0.006696428571428571
14,3.37083257039388,0.00625
15,3.3313307762145996,0.005859375
16,3.311846564797794,0.0055147058823529415
17,3.2685877482096353,0.005208333333333333
18,3.2390990006296256,0.006578947368421052
19,3.205430603027344,0.0140625
20,3.179772513253348,0.019345238095238096
21,3.159480008212003,0.022727272727272728
22,3.133886586064878,0.028532608695652172
23,3.1021706263224282,0.036458333333333336
24,3.057139892578125,0.045
25,3.0168272165151744,0.052884615384615384
26,2.9775944462528936,0.06597222222222222
27,2.9412964412144254,0.07477678571428571
28,2.917285524565598,0.07650862068965517
29,2.901655578613281,0.07604166666666666
30,2.876122751543599,0.07560483870967742
31,2.8565776348114014,0.0771484375
32,2.8340437917998345,0.07859848484848485
33,2.802707223331227,0.08731617647058823
34,2.7811388288225447,0.09464285714285714
35,2.7529737684461804,0.10503472222222222
36,2.72723574251742,0.11402027027027027
37,2.7011301141036186,0.1175
