Epoch,Iteration,Loss,Accuracy,Learning Rate
4,0,1.591,0.5625,0.000994
4,1,1.6224,0.5312,0.000994
4,2,1.5852,0.5833,0.000994
4,3,1.5128,0.5938,0.000994
4,4,1.5492,0.5875,0.000994
4,5,1.5325,0.5938,0.000994
4,6,1.5219,0.5982,0.000994
4,7,1.5014,0.6094,0.000994
4,8,1.4874,0.6181,0.000994
4,9,1.4387,0.6312,0.000994
4,10,1.4255,0.625,0.000993
4,11,1.6262,0.5755,0.000993
4,12,1.6787,0.5312,0.000993
4,13,1.691,0.5022,0.000993
4,14,1.6885,0.4917,0.000993
4,15,1.6659,0.4961,0.000993
4,16,1.6507,0.4982,0.000993
4,17,1.6309,0.5069,0.000993
4,18,1.614,0.5132,0.000993
4,19,1.5764,0.5297,0.000993
4,20,1.5418,0.5476,0.000993
4,21,1.5194,0.5597,0.000993
4,22,1.5968,0.5353,0.000993
4,23,1.656,0.513,0.000993
4,24,1.6919,0.4938,0.000993
4,25,1.7259,0.4748,0.000993
4,26,1.764,0.4595,0.000993
4,27,1.7859,0.4442,0.000993
4,28,1.7888,0.4321,0.000993
4,29,1.7875,0.4323,0.000993
4,30,1.7782,0.4405,0.000993
4,31,1.7732,0.4482,0.000993
4,32,1.7709,0.4508,0.000993
4,33,1.802,0.4375,0.000993
4,34,1.83,0.425,0.000993
4,35,1.8661,0.4132,0.000993
4,36,1.8862,0.402,0.000993
4,37,1.9041,0.3914,0.000993
4,38,1.9136,0.383,0.000993
4,39,1.9182,0.3758,0.000993
4,40,1.912,0.3712,0.000993
4,41,1.9087,0.381,0.000993
4,42,1.9042,0.3852,0.000993
4,43,1.8943,0.3928,0.000993
4,44,1.9341,0.384,0.000992
4,45,1.9641,0.3757,0.000992
4,46,1.9937,0.3677,0.000992
4,47,2.0176,0.36,0.000992
4,48,2.0299,0.3533,0.000992
4,49,2.0366,0.3531,0.000992
4,50,2.0438,0.3542,0.000992
4,51,2.0465,0.3582,0.000992
4,52,2.0456,0.3632,0.000992
4,53,2.0404,0.3663,0.000992
4,54,2.0385,0.367,0.000992
4,55,2.0633,0.3605,0.000992
4,56,2.0812,0.3542,0.000992
4,57,2.0974,0.3481,0.000992
4,58,2.108,0.3422,0.000992
4,59,2.1159,0.3365,0.000992
4,60,2.1227,0.3335,0.000992
4,61,2.1247,0.3317,0.000992
4,62,2.1238,0.3323,0.000992
4,63,2.1234,0.3354,0.000992
4,64,2.1165,0.3399,0.000992
4,65,2.1172,0.3395,0.000992
4,66,2.1285,0.3344,0.000992
4,67,2.1399,0.3295,0.000992
4,68,2.1503,0.3247,0.000992
4,69,2.1581,0.3201,0.000992
4,70,2.1583,0.3156,0.000992
4,71,2.1565,0.3121,0.000992
4,72,2.1505,0.3142,0.000992
4,73,2.1399,0.318,0.000992
4,74,2.1338,0.3233,0.000992
4,75,2.1251,0.3277,0.000991
4,76,2.1254,0.3291,0.000991
4,77,2.1549,0.3249,0.000991
4,78,2.1795,0.3208,0.000991
4,79,2.1941,0.3168,0.000991
4,80,2.2066,0.3129,0.000991
4,81,2.2194,0.3091,0.000991
4,82,2.2235,0.3087,0.000991
4,83,2.2281,0.3095,0.000991
4,84,2.2293,0.3088,0.000991
4,85,2.2286,0.3114,0.000991
4,86,2.2204,0.3143,0.000991
4,87,2.2164,0.3154,0.000991
4,0,3.3803,0.0,0.000991
4,1,3.265,0.0,0.000991
4,2,3.4408,0.0,0.000991
4,3,3.3256,0.0,0.000991
4,4,3.2712,0.0,0.000991
4,5,3.1705,0.0,0.000991
4,6,3.0136,0.0,0.000991
4,7,2.8911,0.0078,0.000991
4,8,2.7804,0.0694,0.000991
4,9,2.6207,0.1531,0.000991
4,10,2.5048,0.2131,0.000991
4,11,2.635,0.1953,0.000991
4,12,2.7315,0.1803,0.000991
4,13,2.8239,0.1674,0.000991
4,14,2.8631,0.1562,0.000991
4,15,2.9043,0.1465,0.000991
4,16,2.9156,0.1379,0.000991
4,17,2.9041,0.1302,0.00099
4,18,2.8872,0.1332,0.00099
4,19,2.8618,0.1422,0.00099
4,20,2.8088,0.1622,0.00099
4,21,2.7955,0.169,0.00099
4,22,2.81,0.1617,0.00099
4,23,2.8357,0.1549,0.00099
4,24,2.8578,0.1487,0.00099
4,25,2.8519,0.143,0.00099
4,26,2.847,0.1458,0.00099
4,27,2.8335,0.1484,0.00099
4,28,2.825,0.1552,0.00099
4,29,2.8021,0.1656,0.00099
4,30,2.7681,0.1815,0.00099
4,31,2.7622,0.1924,0.00099
4,32,2.7636,0.1998,0.00099
4,33,2.8055,0.1939,0.00099
4,34,2.8282,0.1884,0.00099
4,35,2.8377,0.1832,0.00099
4,36,2.8405,0.1782,0.00099
4,37,2.8273,0.1735,0.00099
4,38,2.8157,0.1691,0.00099
4,39,2.7974,0.1719,0.00099
4,40,2.7743,0.1723,0.00099
4,41,2.7523,0.1749,0.00099
4,42,2.7411,0.173,0.00099
4,43,2.7292,0.1712,0.00099
4,44,2.74,0.1674,0.00099
4,45,2.739,0.1637,0.000989
4,46,2.7314,0.1602,0.000989
4,47,2.7284,0.1576,0.000989
4,48,2.7126,0.1677,0.000989
4,49,2.6974,0.1775,0.000989
4,50,2.6848,0.1863,0.000989
4,51,2.6788,0.1941,0.000989
4,52,2.6538,0.2052,0.000989
4,53,2.6405,0.2141,0.000989
4,54,2.6364,0.2188,0.000989
4,55,2.6483,0.2148,0.000989
4,56,2.6532,0.2111,0.000989
4,57,2.649,0.2074,0.000989
4,58,2.6445,0.2124,0.000989
4,59,2.6365,0.2188,0.000989
4,60,2.6254,0.2259,0.000989
4,61,2.6281,0.2298,0.000989
4,62,2.6136,0.2376,0.000989
4,63,2.6056,0.2441,0.000989
4,64,2.5975,0.2505,0.000989
4,65,2.5954,0.2528,0.000989
4,66,2.6008,0.2491,0.000989
4,67,2.6006,0.2454,0.000989
4,68,2.5934,0.2423,0.000989
4,69,2.5806,0.2491,0.000989
4,70,2.5638,0.2562,0.000989
4,71,2.5488,0.2635,0.000988
4,72,2.5322,0.271,0.000988
4,73,2.518,0.2779,0.000988
4,74,2.5004,0.285,0.000988
4,75,2.4918,0.2911,0.000988
4,76,2.5211,0.291,0.000988
4,77,2.553,0.2873,0.000988
4,78,2.5716,0.2836,0.000988
4,79,2.5772,0.2801,0.000988
4,80,2.5726,0.2766,0.000988
4,81,2.5614,0.2828,0.000988
4,82,2.5526,0.288,0.000988
4,83,2.538,0.2943,0.000988
4,84,2.5298,0.3,0.000988
4,85,2.5346,0.3041,0.000988
4,86,2.5376,0.3085,0.000988
4,87,2.5527,0.31,0.000988
4,0,4.6821,0.0,0.000988
4,1,4.5547,0.0,0.000988
4,2,4.3217,0.0,0.000988
4,3,3.974,0.0078,0.000988
4,4,3.6763,0.0063,0.000988
4,5,3.4249,0.125,0.000988
4,6,3.2236,0.2143,0.000988
4,7,3.0713,0.2812,0.000988
4,8,2.88,0.3403,0.000988
4,9,2.7393,0.3875,0.000987
4,10,2.7406,0.4119,0.000987
4,11,2.9907,0.3776,0.000987
4,12,3.1658,0.3486,0.000987
4,13,3.2669,0.3237,0.000987
4,14,3.3345,0.3021,0.000987
4,15,3.3616,0.2832,0.000987
4,16,3.3637,0.2702,0.000987
4,0,5.3264,0.125,0.000998
4,1,4.9861,0.125,0.000998
4,2,4.6781,0.1562,0.000998
4,3,4.1893,0.1875,0.000998
4,4,3.7087,0.2375,0.000998
4,5,3.395,0.2552,0.000998
4,6,3.2449,0.2589,0.000998
4,7,3.1199,0.2578,0.000998
4,8,3.0469,0.2604,0.000998
4,9,2.9159,0.2812,0.000998
4,10,2.7897,0.2926,0.000998
4,11,2.6423,0.3229,0.000998
4,12,2.5418,0.3462,0.000998
4,13,2.4661,0.346,0.000998
4,14,2.3926,0.35,0.000998
4,15,2.3242,0.3594,0.000997
4,16,2.2883,0.3658,0.000997
4,17,2.2378,0.3733,0.000997
4,18,2.207,0.375,0.000997
4,19,2.1586,0.375,0.000997
4,20,2.103,0.381,0.000997
4,21,2.0593,0.3849,0.000997
4,22,2.0362,0.3886,0.000997
4,23,2.0011,0.388,0.000997
4,24,1.9633,0.39,0.000997
4,25,1.9452,0.3906,0.000997
4,26,1.9064,0.3981,0.000997
4,27,1.8799,0.3973,0.000997
4,28,1.8583,0.3998,0.000997
4,29,1.8394,0.4052,0.000997
4,30,1.827,0.4073,0.000997
4,31,1.8089,0.4111,0.000997
4,32,1.7946,0.4129,0.000997
4,33,1.7716,0.4182,0.000997
4,34,1.7472,0.4241,0.000997
4,35,1.7301,0.4262,0.000997
4,36,1.7162,0.4265,0.000997
4,37,1.6954,0.4334,0.000997
4,38,1.6784,0.4359,0.000997
4,39,1.6622,0.4383,0.000997
4,40,1.6493,0.4405,0.000997
4,41,1.6417,0.442,0.000997
4,42,1.6309,0.4411,0.000997
4,43,1.6126,0.446,0.000997
4,44,1.601,0.4472,0.000997
4,45,1.5835,0.4504,0.000997
4,46,1.5731,0.4528,0.000997
4,47,1.5613,0.4551,0.000997
4,48,1.5462,0.4592,0.000997
4,49,1.5403,0.4569,0.000997
4,50,1.5367,0.4571,0.000997
4,51,1.5275,0.4591,0.000997
4,52,1.5189,0.4611,0.000997
4,53,1.5098,0.4624,0.000997
4,54,1.4975,0.4648,0.000997
4,55,1.4864,0.4671,0.000997
4,56,1.4839,0.4655,0.000997
4,57,1.4734,0.4682,0.000997
4,58,1.4645,0.4698,0.000997
4,59,1.4632,0.4693,0.000997
4,60,1.4607,0.4698,0.000997
4,61,1.4505,0.4708,0.000997
4,62,1.4407,0.4742,0.000997
4,63,1.4288,0.4785,0.000997
4,64,1.4217,0.4808,0.000997
4,65,1.4134,0.4825,0.000997
4,66,1.4074,0.4855,0.000996
4,67,1.404,0.4862,0.000996
4,68,1.398,0.4882,0.000996
4,69,1.3948,0.4875,0.000996
4,70,1.3872,0.4886,0.000996
4,71,1.3806,0.4891,0.000996
4,72,1.382,0.4884,0.000996
4,73,1.3745,0.489,0.000996
4,74,1.3691,0.4913,0.000996
4,75,1.3643,0.493,0.000996
4,76,1.3597,0.4947,0.000996
4,77,1.3586,0.4948,0.000996
4,78,1.3544,0.4945,0.000996
4,79,1.3542,0.4941,0.000996
4,80,1.3476,0.4946,0.000996
4,81,1.3434,0.4962,0.000996
4,82,1.3411,0.4966,0.000996
4,83,1.3349,0.497,0.000996
4,84,1.3291,0.4978,0.000996
4,85,1.3217,0.5004,0.000996
4,86,1.3222,0.4982,0.000996
4,87,1.321,0.4982,0.000996
4,0,0.8716,0.6562,0.000996
4,1,0.9173,0.625,0.000996
4,2,1.0758,0.5521,0.000996
4,3,1.0316,0.5781,0.000996
4,4,1.0334,0.5813,0.000996
4,5,1.0428,0.5677,0.000996
4,6,1.0222,0.5714,0.000996
4,7,1.0177,0.5742,0.000996
4,8,1.0045,0.5799,0.000996
4,9,1.0092,0.5875,0.000996
4,10,1.0018,0.5852,0.000996
4,11,1.0043,0.5781,0.000996
4,12,1.0193,0.5745,0.000996
4,13,1.0256,0.567,0.000996
4,14,1.034,0.5458,0.000996
4,15,1.0348,0.5508,0.000996
4,16,1.0259,0.5551,0.000996
4,17,1.0138,0.5625,0.000996
4,18,1.0109,0.5625,0.000996
4,19,1.007,0.5672,0.000996
4,20,1.0209,0.5551,0.000996
4,21,1.0022,0.5611,0.000996
4,22,0.9994,0.5639,0.000996
4,23,0.9979,0.5599,0.000995
4,24,0.9895,0.5625,0.000995
4,25,0.9894,0.5625,0.000995
4,26,0.988,0.5613,0.000995
4,27,0.9882,0.5647,0.000995
4,28,0.9739,0.5744,0.000995
4,29,0.9703,0.574,0.000995
4,30,0.9687,0.5736,0.000995
4,31,0.9656,0.5752,0.000995
4,32,0.9657,0.5748,0.000995
4,33,0.9619,0.5735,0.000995
4,34,0.962,0.5714,0.000995
4,35,0.9615,0.572,0.000995
4,36,0.9659,0.5743,0.000995
4,37,0.963,0.5773,0.000995
4,38,0.9621,0.5745,0.000995
4,39,0.9644,0.5742,0.000995
4,40,0.9582,0.5777,0.000995
4,41,0.9539,0.5789,0.000995
4,42,0.9531,0.577,0.000995
4,43,0.9507,0.576,0.000995
4,44,0.9471,0.5785,0.000995
4,45,0.9455,0.5774,0.000995
4,46,0.9453,0.5771,0.000995
4,47,0.9422,0.5775,0.000995
4,48,0.9447,0.5753,0.000995
4,49,0.9429,0.5794,0.000995
4,50,0.9416,0.5815,0.000995
4,51,0.9408,0.5823,0.000995
4,52,0.9397,0.5837,0.000995
4,53,0.941,0.5822,0.000995
4,54,0.9435,0.5801,0.000995
4,55,0.9423,0.5815,0.000995
4,56,0.9422,0.5795,0.000995
4,57,0.9381,0.583,0.000995
4,58,0.938,0.5847,0.000995
4,59,0.9322,0.588,0.000995
4,60,0.9272,0.5907,0.000995
4,61,0.9244,0.5912,0.000995
4,62,0.9231,0.5903,0.000994
4,63,0.9231,0.5923,0.000994
4,64,0.9229,0.5913,0.000994
4,65,0.9257,0.5909,0.000994
4,66,0.9301,0.5886,0.000994
4,67,0.933,0.5887,0.000994
4,68,0.9358,0.5883,0.000994
4,69,0.9368,0.5871,0.000994
4,70,0.9384,0.5867,0.000994
4,71,0.9364,0.5872,0.000994
